CheckInDate,CheckOutDate,State,City,RoomType,BookingChannel,OccupancyRate,RevenuePerBed,CustomerAcquisitionCost,FeedbackRating
2024-10-22,2024-10-26,Himachal Pradesh,Manali,Private,Website,0.7,581.21,147.27,1
2025-03-27,2025-04-01,Tamil Nadu,Ooty,Dorm,Walk-in,0.95,350.16,115.85,5
2024-12-26,2024-12-27,Uttarakhand,Rishikesh,Suite,Website,0.75,,141.6,5
2025-02-06,2025-02-10,Uttarakhand,Dehradun,Private,Website,0.67,895.12,111.9,3
2025-01-31,2025-02-01,Uttarakhand,Rishikesh,Suite,OTA,0.82,333.64,214.44,4
2024-11-13,2024-11-17,Rajasthan,Udaipur,Suite,OTA,0.37,590.18,74.43,4
2025-01-07,2025-01-12,Uttarakhand,Rishikesh,Private,OTA,0.74,1172.48,100.44,1
2024-11-09,2024-11-14,Kerala,Kochi,Suite,Website,0.82,945.94,194.55,5
2024-10-24,2024-10-25,Goa,Vasco,Suite,OTA,0.48,754.18,124.98,5
2024-12-14,2024-12-19,Karnataka,Bangalore,Dorm,Walk-in,0.87,749.28,215.2,4
2024-12-25,2024-12-30,Kerala,Kochi,Dorm,OTA,0.75,716.24,110.09,3
2025-04-08,2025-04-11,Goa,Vasco,Private,Walk-in,0.64,444.53,221.71,2
2025-04-15,2025-04-19,Himachal Pradesh,Shimla,Suite,OTA,0.79,679.82,276.41,2
2025-03-19,2025-03-23,Karnataka,Bangalore,Dorm,Website,1.0,1073.63,70.98,5
2025-04-01,2025-04-03,Maharashtra,Pune,Dorm,Website,0.73,813.88,175.06,1
2024-10-23,2024-10-24,Himachal Pradesh,Shimla,Dorm,Walk-in,0.74,410.05,251.67,3
2025-04-08,2025-04-10,Kerala,Kochi,Dorm,Website,0.63,492.7,118.64,4
2024-12-24,2024-12-29,Maharashtra,Pune,Private,OTA,0.57,914.46,290.83,2
2024-11-25,2024-11-26,Rajasthan,Jaisalmer,Suite,Walk-in,0.82,515.71,188.18,3
2025-02-25,2025-03-01,Goa,Vasco,Dorm,OTA,0.57,1134.76,279.48,3
2024-12-03,2024-12-06,Karnataka,Mysore,Suite,OTA,0.71,1010.39,118.51,1
2025-02-22,2025-02-23,Uttarakhand,Dehradun,Dorm,Walk-in,0.63,534.87,66.59,4
2024-11-04,2024-11-06,Rajasthan,Jaipur,Suite,OTA,0.77,1011.92,84.02,4
2024-12-23,2024-12-28,Goa,Panaji,Suite,OTA,0.75,1013.38,129.85,4
2025-03-16,2025-03-18,Uttarakhand,Dehradun,Dorm,OTA,0.86,630.84,148.37,4
2025-02-01,2025-02-05,Goa,Panaji,Dorm,OTA,0.62,931.14,92.19,4
2025-04-05,2025-04-06,Karnataka,Bangalore,Suite,Walk-in,0.66,691.64,280.0,4
2025-04-03,2025-04-07,Himachal Pradesh,Shimla,Private,Website,0.55,688.18,101.65,2
2025-01-02,2025-01-03,Kerala,Kochi,Private,OTA,0.63,511.94,162.74,2
2025-02-13,2025-02-17,Karnataka,Mysore,Suite,Website,0.76,942.0,227.11,5
2025-03-10,2025-03-13,Goa,Vasco,Suite,Walk-in,0.81,,199.56,1
2024-11-15,2024-11-20,Uttarakhand,Rishikesh,Dorm,Walk-in,0.56,461.44,92.47,4
2025-04-13,2025-04-16,Kerala,Kochi,Dorm,OTA,0.83,339.75,81.97,3
2025-04-14,2025-04-18,Himachal Pradesh,Shimla,Dorm,OTA,0.9,963.18,172.82,2
2024-11-30,2024-12-01,Goa,Panaji,Dorm,Website,0.76,332.28,115.06,4
2025-04-01,2025-04-05,Uttarakhand,Dehradun,Private,Website,0.98,1061.25,266.72,1
2024-11-16,2024-11-21,Himachal Pradesh,Manali,Dorm,Walk-in,0.58,990.16,95.14,1
2025-03-20,2025-03-24,Himachal Pradesh,Manali,Private,Walk-in,0.51,1136.23,76.52,3
2025-03-22,2025-03-27,Tamil Nadu,Ooty,Suite,Website,0.43,596.48,60.96,5
2024-11-19,2024-11-20,Karnataka,Bangalore,Suite,OTA,0.92,590.85,63.88,1
2025-04-05,2025-04-06,Goa,Vasco,Dorm,Website,0.8,446.65,244.87,3
2025-01-04,2025-01-09,Kerala,Munnar,Dorm,OTA,0.69,898.97,258.01,5
2024-10-20,2024-10-24,Kerala,Kochi,Private,Walk-in,0.74,467.72,207.67,1
2024-11-19,2024-11-24,Karnataka,Mysore,Suite,Walk-in,0.53,772.21,122.68,4
2025-03-08,2025-03-13,Himachal Pradesh,Manali,Private,OTA,1.0,811.68,187.75,1
2025-04-13,2025-04-16,Himachal Pradesh,Shimla,Suite,Website,0.72,991.78,54.07,4
2024-12-19,2024-12-24,Himachal Pradesh,Shimla,Suite,OTA,0.72,981.62,162.49,3
2025-03-16,2025-03-21,Maharashtra,Nashik,Private,Walk-in,,395.7,183.59,1
2025-04-14,2025-04-17,Kerala,Munnar,Suite,Walk-in,0.77,624.66,218.45,4
2025-01-03,2025-01-05,Rajasthan,Jaisalmer,Dorm,Website,0.73,733.01,86.29,2
2025-03-20,2025-03-22,Himachal Pradesh,Shimla,Private,OTA,0.58,319.64,91.53,2
2025-02-23,2025-02-25,Tamil Nadu,Chennai,Private,Walk-in,0.77,,147.93,3
2025-04-01,2025-04-02,Tamil Nadu,Ooty,Private,OTA,0.98,737.49,197.76,5
2025-03-07,2025-03-08,Rajasthan,Jaisalmer,Private,Walk-in,0.9,584.27,65.88,4
2025-03-22,2025-03-23,Tamil Nadu,Ooty,Dorm,OTA,0.94,953.59,167.31,4
2024-12-03,2024-12-06,Tamil Nadu,Chennai,Suite,Walk-in,0.62,651.33,154.22,3
2024-12-06,2024-12-10,Himachal Pradesh,Manali,Dorm,Website,0.55,479.54,201.44,1
2024-11-15,2024-11-18,Rajasthan,Jaipur,Private,OTA,0.68,909.24,93.68,5
2025-03-17,2025-03-19,Maharashtra,Nashik,Private,OTA,0.71,1194.3,246.22,1
2025-03-01,2025-03-02,Maharashtra,Nashik,Private,OTA,0.86,1166.38,238.94,1
2024-11-05,2024-11-06,Rajasthan,Jaisalmer,Dorm,Walk-in,0.45,406.25,101.35,3
2024-12-29,2025-01-01,Maharashtra,Mumbai,Private,Website,,410.69,100.47,4
2025-04-03,2025-04-04,Himachal Pradesh,Manali,Private,OTA,0.68,943.68,153.75,2
2024-10-23,2024-10-27,Kerala,Munnar,Private,Walk-in,0.64,1015.15,140.44,1
2025-03-31,2025-04-03,Maharashtra,Mumbai,Private,OTA,0.55,1183.75,91.08,1
2025-01-15,2025-01-20,Rajasthan,Jaisalmer,Private,OTA,0.45,661.8,220.22,5
2024-11-28,2024-12-02,Himachal Pradesh,Manali,Private,Walk-in,0.82,484.62,186.11,5
2024-11-23,2024-11-26,Kerala,Kochi,Dorm,Website,0.71,783.69,147.5,2
2025-03-23,2025-03-25,Himachal Pradesh,Shimla,Dorm,Website,0.51,1101.29,184.98,3
2025-04-12,2025-04-13,Maharashtra,Nashik,Private,OTA,0.51,864.29,138.62,1
2025-01-13,2025-01-16,Rajasthan,Udaipur,Dorm,Walk-in,0.65,1190.1,191.4,5
2024-12-22,2024-12-27,Karnataka,Mysore,Suite,Website,0.95,394.7,179.11,2
2024-12-14,2024-12-15,Kerala,Kochi,Dorm,OTA,0.66,1099.66,169.06,4
2025-03-24,2025-03-29,Kerala,Munnar,Private,Walk-in,0.47,681.08,160.02,4
2025-03-19,2025-03-21,Tamil Nadu,Ooty,Suite,Walk-in,0.66,1076.94,79.51,2
2025-04-03,2025-04-07,Maharashtra,Nashik,Dorm,Website,0.66,632.63,122.4,5
2024-11-29,2024-12-01,Tamil Nadu,Chennai,Dorm,Walk-in,0.3,679.58,284.21,3
2024-11-28,2024-12-01,Maharashtra,Nashik,Dorm,Website,0.69,675.82,193.26,5
2024-10-20,2024-10-25,Karnataka,Bangalore,Suite,OTA,0.67,985.51,216.81,2
2025-02-21,2025-02-23,Kerala,Munnar,Private,OTA,0.8,786.9,289.52,4
2024-11-22,2024-11-27,Himachal Pradesh,Manali,Dorm,Website,0.98,1159.65,185.46,1
2025-01-01,2025-01-06,Rajasthan,Jaipur,Dorm,Website,0.87,547.47,101.45,5
2024-12-18,2024-12-19,Rajasthan,Udaipur,Private,OTA,0.66,462.46,56.01,5
2024-12-09,2024-12-11,Karnataka,Mysore,Dorm,OTA,0.53,991.47,88.56,4
2025-04-01,2025-04-05,Rajasthan,Udaipur,Dorm,OTA,1.0,428.21,273.25,3
2024-10-29,2024-11-03,Goa,Vasco,Suite,OTA,0.71,1154.42,117.32,3
2025-03-15,2025-03-18,Goa,Panaji,Suite,Walk-in,0.7,907.59,111.58,5
2024-12-09,2024-12-12,Goa,Panaji,Suite,Website,0.7,1003.82,184.38,4
2024-12-23,2024-12-24,Himachal Pradesh,Manali,Dorm,OTA,0.73,545.97,112.72,4
2025-02-17,2025-02-19,Himachal Pradesh,Manali,Suite,Walk-in,0.68,806.77,125.16,4
2025-01-22,2025-01-27,Kerala,Kochi,Suite,OTA,0.61,1095.54,286.35,3
2025-01-01,2025-01-03,Uttarakhand,Dehradun,Private,Walk-in,,595.61,278.5,2
2025-02-24,2025-03-01,Karnataka,Mysore,Suite,Walk-in,0.7,740.08,148.2,1
2025-03-28,2025-03-31,Tamil Nadu,Chennai,Private,Walk-in,0.62,622.17,,1
2025-01-28,2025-01-31,Rajasthan,Udaipur,Dorm,Website,0.59,1034.65,206.31,2
2024-12-19,2024-12-21,Goa,Panaji,Suite,OTA,0.72,399.85,119.34,5
2025-04-16,2025-04-21,Karnataka,Bangalore,Dorm,Walk-in,0.66,358.54,114.91,5
2024-10-21,2024-10-26,Rajasthan,Jaisalmer,Suite,OTA,0.93,912.61,270.78,1
2024-11-07,2024-11-11,Uttarakhand,Dehradun,Private,Website,0.3,912.16,166.65,3
2025-04-04,2025-04-07,Kerala,Munnar,Dorm,OTA,0.86,475.15,70.45,5
2024-12-05,2024-12-07,Maharashtra,Mumbai,Dorm,OTA,0.89,,206.5,1
2024-11-19,2024-11-21,Uttarakhand,Dehradun,Dorm,OTA,0.39,514.52,135.2,1
2025-02-05,2025-02-09,Tamil Nadu,Chennai,Suite,Website,0.65,376.98,65.17,1
2024-12-06,2024-12-07,Rajasthan,Udaipur,Private,Walk-in,0.64,863.57,66.45,1
2024-10-23,2024-10-28,Kerala,Kochi,Suite,Walk-in,0.49,309.55,145.98,4
2024-11-06,2024-11-11,Rajasthan,Udaipur,Private,Walk-in,0.58,473.23,75.67,5
2025-02-08,2025-02-11,Karnataka,Mysore,Private,OTA,0.53,952.16,161.16,2
2025-01-08,2025-01-13,Uttarakhand,Dehradun,Suite,Website,0.96,432.67,127.17,3
2024-12-22,2024-12-24,Karnataka,Bangalore,Suite,Walk-in,0.84,1072.83,155.52,2
2025-03-06,2025-03-10,Goa,Vasco,Suite,Walk-in,0.89,598.03,194.6,3
2025-03-17,2025-03-19,Rajasthan,Udaipur,Dorm,Walk-in,0.81,500.72,107.57,5
2024-12-15,2024-12-19,Kerala,Kochi,Dorm,Website,0.53,626.54,68.43,1
2025-01-08,2025-01-09,Uttarakhand,Rishikesh,Dorm,Website,0.62,555.69,104.74,3
2025-02-10,2025-02-13,Rajasthan,Jaipur,Dorm,Website,0.77,1048.3,84.31,1
2025-01-23,2025-01-28,Uttarakhand,Rishikesh,Suite,OTA,0.52,1090.55,66.34,2
2024-11-07,2024-11-12,Uttarakhand,Dehradun,Private,Walk-in,0.81,520.09,61.55,5
2024-12-29,2025-01-01,Goa,Panaji,Dorm,Walk-in,0.66,1171.55,271.46,2
2025-04-08,2025-04-13,Karnataka,Mysore,Private,OTA,0.64,767.0,94.75,3
2025-02-04,2025-02-06,Kerala,Kochi,Dorm,Website,0.81,706.87,108.6,2
2024-11-21,2024-11-26,Uttarakhand,Dehradun,Dorm,Website,0.77,976.46,123.76,5
2024-12-04,2024-12-08,Kerala,Munnar,Private,OTA,0.65,630.76,174.39,3
2024-10-24,2024-10-27,Uttarakhand,Rishikesh,Suite,Walk-in,0.87,791.99,69.54,3
2025-03-02,2025-03-04,Goa,Vasco,Suite,OTA,0.54,525.02,236.3,3
2025-01-08,2025-01-11,Himachal Pradesh,Manali,Private,OTA,0.79,1004.82,150.95,4
2024-10-16,2024-10-18,Karnataka,Mysore,Dorm,Walk-in,0.79,974.22,168.61,5
2025-01-24,2025-01-27,Uttarakhand,Rishikesh,Dorm,OTA,0.65,993.12,224.49,2
2025-04-13,2025-04-14,Karnataka,Mysore,Private,Walk-in,0.75,1050.87,134.96,4
2025-03-21,2025-03-26,Himachal Pradesh,Shimla,Dorm,Walk-in,0.51,1006.82,280.54,2
2025-01-28,2025-01-30,Kerala,Munnar,Private,Website,0.84,781.04,97.08,1
2025-02-26,2025-03-03,Karnataka,Bangalore,Dorm,Website,0.67,1043.83,200.84,1
2025-03-04,2025-03-09,Goa,Vasco,Dorm,OTA,0.62,351.71,179.63,2
2025-04-16,2025-04-20,Karnataka,Mysore,Suite,Website,0.86,650.09,275.9,2
2025-03-09,2025-03-14,Tamil Nadu,Chennai,Suite,OTA,,828.74,175.62,4
2025-03-08,2025-03-13,Kerala,Kochi,Private,Walk-in,0.49,1091.32,165.05,5
2025-02-23,2025-02-27,Uttarakhand,Dehradun,Suite,Website,0.47,673.55,94.89,5
2024-11-23,2024-11-24,Maharashtra,Pune,Dorm,Website,0.79,546.4,207.02,3
2024-12-25,2024-12-30,Tamil Nadu,Ooty,Dorm,OTA,0.51,368.88,76.31,3
2025-01-07,2025-01-11,Rajasthan,Jaipur,Private,OTA,0.96,971.36,263.94,4
2024-10-29,2024-11-02,Tamil Nadu,Ooty,Dorm,Website,0.39,793.59,110.57,4
2025-02-21,2025-02-22,Rajasthan,Jaisalmer,Dorm,OTA,0.95,411.74,235.36,2
2025-04-12,2025-04-14,Uttarakhand,Rishikesh,Suite,Website,0.73,1103.42,183.07,4
2024-12-19,2024-12-22,Maharashtra,Pune,Private,Website,0.69,838.38,62.17,4
2025-02-14,2025-02-18,Maharashtra,Mumbai,Dorm,Website,0.62,603.4,98.04,1
2024-12-15,2024-12-16,Karnataka,Bangalore,Private,Walk-in,0.76,396.92,131.79,5
2025-02-21,2025-02-23,Kerala,Kochi,Dorm,Website,,620.92,93.41,4
2025-03-29,2025-03-30,Himachal Pradesh,Shimla,Dorm,Website,0.87,669.99,241.89,4
2024-11-09,2024-11-10,Karnataka,Mysore,Suite,OTA,0.72,1183.27,224.08,2
2025-03-04,2025-03-07,Tamil Nadu,Chennai,Dorm,Walk-in,0.72,1120.89,162.23,5
2025-04-08,2025-04-13,Goa,Panaji,Dorm,OTA,0.65,512.76,157.12,2
2024-12-13,2024-12-15,Karnataka,Mysore,Suite,Website,0.69,514.26,231.33,4
2025-01-22,2025-01-26,Rajasthan,Jaisalmer,Suite,OTA,0.75,975.5,107.25,3
2024-12-15,2024-12-20,Goa,Panaji,Private,Walk-in,0.44,589.47,160.59,1
2025-02-22,2025-02-24,Karnataka,Bangalore,Dorm,Website,0.5,833.37,257.81,2
2025-01-03,2025-01-07,Goa,Panaji,Dorm,Walk-in,0.81,524.07,121.34,4
2024-12-18,2024-12-22,Uttarakhand,Dehradun,Dorm,OTA,0.73,697.24,176.32,4
2025-01-02,2025-01-03,Kerala,Munnar,Private,Walk-in,0.67,783.48,188.21,2
2025-02-28,2025-03-03,Tamil Nadu,Chennai,Dorm,Walk-in,0.7,,88.68,2
2024-12-12,2024-12-16,Kerala,Munnar,Suite,OTA,0.75,645.63,126.95,5
2025-01-31,2025-02-04,Karnataka,Bangalore,Private,Walk-in,0.62,613.72,227.28,3
2024-11-09,2024-11-10,Goa,Vasco,Private,Walk-in,0.58,935.9,57.06,2
2024-11-22,2024-11-23,Karnataka,Bangalore,Dorm,Walk-in,0.73,940.45,146.09,5
2025-01-05,2025-01-08,Karnataka,Mysore,Suite,OTA,0.55,750.58,183.3,4
2025-02-22,2025-02-27,Maharashtra,Mumbai,Private,Website,,542.12,102.38,4
2025-04-16,2025-04-20,Maharashtra,Mumbai,Suite,OTA,0.44,889.07,233.26,2
2024-12-28,2025-01-02,Maharashtra,Pune,Dorm,Website,0.85,480.85,237.48,2
2025-02-24,2025-02-26,Maharashtra,Nashik,Dorm,OTA,0.77,377.14,81.17,1
2025-03-10,2025-03-11,Maharashtra,Mumbai,Private,,0.74,898.79,247.3,1
2025-04-09,2025-04-13,Himachal Pradesh,Shimla,Private,Walk-in,0.85,686.51,142.7,3
2024-11-18,2024-11-21,Kerala,Kochi,Private,Website,0.95,302.78,267.64,4
2025-02-12,2025-02-15,Himachal Pradesh,Manali,Private,Walk-in,0.85,917.57,267.46,5
2025-02-03,2025-02-06,Uttarakhand,Rishikesh,Dorm,Walk-in,0.42,592.97,161.08,5
2024-12-13,2024-12-17,Tamil Nadu,Chennai,Private,Walk-in,0.51,475.57,85.79,5
2025-01-02,2025-01-05,Tamil Nadu,Chennai,Suite,Walk-in,0.61,1188.5,166.7,4
2025-01-30,2025-01-31,Karnataka,Bangalore,Private,Walk-in,0.7,326.3,282.25,3
2025-03-26,2025-03-28,Tamil Nadu,Chennai,Suite,Walk-in,0.78,952.87,72.61,3
2024-10-16,2024-10-20,Uttarakhand,Dehradun,Suite,Walk-in,0.59,1006.57,291.56,4
2024-12-14,2024-12-19,Maharashtra,Pune,Dorm,Walk-in,0.73,1147.81,,2
2024-12-10,2024-12-15,Rajasthan,Jaisalmer,Dorm,OTA,0.59,1181.86,129.91,3
2024-11-25,2024-11-29,Goa,Panaji,Dorm,Walk-in,0.61,1067.13,128.98,3
2025-01-07,2025-01-12,Karnataka,Bangalore,Private,OTA,0.49,752.14,222.15,3
2025-03-17,2025-03-21,Tamil Nadu,Ooty,Dorm,OTA,0.56,437.43,229.19,2
2025-02-05,2025-02-08,Tamil Nadu,Ooty,Suite,Website,0.5,1191.96,186.99,3
2025-02-10,2025-02-13,Maharashtra,Nashik,Private,Walk-in,0.55,1130.76,225.28,5
2025-02-20,2025-02-23,Rajasthan,Jaisalmer,Private,Walk-in,0.86,447.33,84.39,4
2024-12-17,2024-12-22,Rajasthan,Udaipur,Dorm,Walk-in,0.56,1006.95,264.61,4
2025-01-14,2025-01-18,Maharashtra,Pune,Dorm,Website,1.0,405.61,178.86,3
2025-01-09,2025-01-11,Rajasthan,Jaipur,Private,OTA,0.77,572.42,199.04,2
2025-01-09,2025-01-13,Maharashtra,Pune,Private,Walk-in,0.73,887.88,141.83,1
2025-02-24,2025-03-01,Goa,Panaji,Suite,Walk-in,0.57,731.55,223.43,1
2024-11-26,2024-12-01,Kerala,Munnar,Dorm,Website,0.81,592.71,228.44,5
2025-01-23,2025-01-28,Tamil Nadu,Chennai,Suite,Walk-in,0.61,942.37,247.52,1
2025-01-15,2025-01-20,Karnataka,Bangalore,Private,OTA,0.72,410.74,82.2,2
2025-03-19,2025-03-24,Maharashtra,Mumbai,Private,OTA,1.0,1169.65,92.9,1
2025-04-08,2025-04-10,Himachal Pradesh,Shimla,Suite,OTA,0.69,925.59,180.67,3
2025-03-19,2025-03-20,Rajasthan,Jaipur,Dorm,Website,0.87,569.74,258.16,2
2025-03-07,2025-03-12,Kerala,Kochi,Private,OTA,0.59,643.6,275.91,4
2024-11-17,2024-11-18,Karnataka,Bangalore,Suite,Walk-in,0.69,542.46,208.28,2
2025-02-20,2025-02-22,Karnataka,Mysore,Private,OTA,0.97,641.05,291.0,2
2024-11-01,2024-11-02,Maharashtra,Pune,Private,OTA,0.61,1000.26,86.58,2
2024-12-10,2024-12-12,Maharashtra,Mumbai,Suite,Walk-in,0.97,1087.96,197.21,4
2025-01-24,2025-01-25,Himachal Pradesh,Manali,Dorm,OTA,0.81,1151.86,147.39,3
2025-02-21,2025-02-26,Kerala,Munnar,Dorm,OTA,0.62,308.55,178.39,2
2025-02-15,2025-02-20,Uttarakhand,Rishikesh,Private,Walk-in,0.79,712.01,159.74,3
2025-02-13,2025-02-14,Goa,Vasco,Private,OTA,0.85,993.52,261.31,1
2024-12-20,2024-12-23,Maharashtra,Nashik,Suite,OTA,0.79,1027.51,52.67,4
2024-11-03,2024-11-04,Maharashtra,Pune,Suite,Website,0.46,1119.8,236.48,4
2025-03-23,2025-03-27,Rajasthan,Jaisalmer,Dorm,Walk-in,0.59,1137.17,240.93,2
2025-03-10,2025-03-14,Rajasthan,Udaipur,Private,Website,0.66,635.96,78.31,2
2024-11-30,2024-12-03,Tamil Nadu,Ooty,Dorm,Website,0.69,964.22,192.21,2
2025-02-23,2025-02-28,Rajasthan,Udaipur,Private,Website,0.79,620.17,203.88,3
2024-12-15,2024-12-16,Kerala,Munnar,Dorm,OTA,0.73,742.84,,5
2024-11-28,2024-12-02,Himachal Pradesh,Manali,Private,OTA,0.5,569.36,157.09,2
2025-03-21,2025-03-23,Tamil Nadu,Chennai,Private,Walk-in,0.76,690.56,139.81,2
2024-11-23,2024-11-25,Uttarakhand,Rishikesh,Suite,Website,0.79,1153.54,289.92,3
2024-11-13,2024-11-17,Karnataka,Mysore,Suite,Walk-in,0.78,1131.21,260.77,4
2024-10-20,2024-10-22,Uttarakhand,Rishikesh,Dorm,Walk-in,0.86,1046.85,157.42,5
2024-10-24,2024-10-29,Kerala,Kochi,Dorm,Walk-in,0.83,760.12,112.37,1
2024-12-02,2024-12-03,Goa,Vasco,Suite,Walk-in,0.77,752.1,95.3,5
2025-01-16,2025-01-18,Himachal Pradesh,Manali,Private,Website,0.69,854.82,72.73,1
2025-02-11,2025-02-15,Goa,Vasco,Private,Website,0.45,758.88,210.97,3
2025-03-30,2025-03-31,Goa,Vasco,Dorm,Website,0.76,300.48,215.11,3
2025-03-14,2025-03-18,Karnataka,Mysore,Private,OTA,0.73,573.92,74.22,1
2024-10-30,2024-11-01,Uttarakhand,Dehradun,Suite,OTA,0.74,489.03,146.01,1
2025-01-12,2025-01-16,Goa,Panaji,Dorm,Website,0.51,1147.64,204.75,3
2025-01-04,2025-01-06,Rajasthan,Jaipur,Private,Walk-in,0.54,940.44,272.9,5
2025-04-06,2025-04-10,Kerala,Kochi,Private,Walk-in,0.86,1138.2,175.97,1
2025-02-15,2025-02-17,Rajasthan,Jaisalmer,Suite,OTA,0.69,745.52,183.12,5
2025-02-04,2025-02-09,Kerala,Munnar,Private,Website,,465.66,90.0,2
2024-11-22,2024-11-24,Himachal Pradesh,Shimla,Private,Walk-in,0.7,541.66,79.78,2
2025-03-04,2025-03-07,Himachal Pradesh,Manali,Dorm,Walk-in,,1182.02,297.38,2
2025-02-28,2025-03-01,Uttarakhand,Dehradun,Suite,Walk-in,0.84,537.63,83.4,5
2024-12-29,2025-01-01,Uttarakhand,Rishikesh,Dorm,OTA,0.62,1174.44,184.35,5
2025-01-19,2025-01-21,Goa,Vasco,Private,OTA,0.71,483.53,207.45,4
2025-01-01,2025-01-05,Tamil Nadu,Chennai,Dorm,OTA,0.63,466.53,265.59,2
2024-12-02,2024-12-04,Himachal Pradesh,Manali,Private,Walk-in,0.63,847.04,67.36,1
2024-11-13,2024-11-18,Karnataka,Bangalore,Dorm,OTA,0.65,645.59,77.51,1
2025-02-20,2025-02-22,Maharashtra,Pune,Suite,Walk-in,0.73,312.15,291.59,1
2025-02-26,2025-03-03,Karnataka,Mysore,Private,Website,0.63,576.65,169.73,2
2024-10-17,2024-10-22,Rajasthan,Jaipur,Private,Website,0.89,,259.12,2
2025-04-07,2025-04-09,Uttarakhand,Dehradun,Suite,OTA,0.57,918.09,228.71,1
2025-03-10,2025-03-11,Himachal Pradesh,Shimla,Suite,OTA,0.67,406.52,280.83,1
2025-04-01,2025-04-03,Karnataka,Mysore,Suite,Walk-in,0.63,571.41,254.39,3
2025-03-14,2025-03-15,Himachal Pradesh,Manali,Dorm,Walk-in,0.92,431.93,86.95,4
2025-04-05,2025-04-07,Kerala,Munnar,Dorm,OTA,0.73,1195.29,95.47,4
2024-11-05,2024-11-07,Uttarakhand,Rishikesh,Private,OTA,0.85,794.41,184.69,4
2025-03-16,2025-03-17,Kerala,Kochi,Dorm,OTA,0.48,302.58,298.48,1
2025-01-06,2025-01-08,Uttarakhand,Dehradun,Private,OTA,0.74,429.73,263.33,4
2024-11-27,2024-11-28,Karnataka,Mysore,Suite,OTA,0.83,634.52,225.35,5
2024-11-19,2024-11-20,Uttarakhand,Rishikesh,Dorm,Website,0.71,311.23,257.77,4
2025-03-21,2025-03-25,Himachal Pradesh,Shimla,Suite,OTA,0.86,699.58,211.21,1
2025-02-28,2025-03-01,Karnataka,Bangalore,Private,OTA,0.62,911.91,268.99,5
2025-01-24,2025-01-26,Goa,Vasco,Private,Website,0.91,769.35,294.48,2
2025-01-14,2025-01-18,Maharashtra,Nashik,Private,OTA,1.0,887.43,151.27,4
2024-10-25,2024-10-26,Maharashtra,Mumbai,Private,Walk-in,0.65,1000.92,133.87,2
2025-02-01,2025-02-06,Himachal Pradesh,Manali,Dorm,Walk-in,0.63,1136.28,110.08,1
2024-12-03,2024-12-06,Rajasthan,Jaipur,Dorm,OTA,0.92,307.63,139.16,3
2025-04-12,2025-04-13,Uttarakhand,Rishikesh,Private,OTA,0.94,1106.86,175.89,5
2025-03-29,2025-03-31,Rajasthan,Udaipur,Dorm,Walk-in,0.62,716.8,271.3,1
2024-11-08,2024-11-13,Karnataka,Bangalore,Suite,Walk-in,0.64,847.87,180.82,3
2025-01-12,2025-01-16,Kerala,Kochi,Dorm,Website,0.66,1197.31,201.72,2
2024-11-10,2024-11-14,Himachal Pradesh,Manali,Dorm,OTA,0.5,582.35,283.51,2
2025-03-20,2025-03-24,Tamil Nadu,Ooty,Private,OTA,0.56,885.26,85.11,1
2025-01-14,2025-01-18,Kerala,Kochi,Private,Walk-in,0.55,1060.35,288.01,3
2025-02-22,2025-02-23,Rajasthan,Jaisalmer,Suite,Website,0.58,929.77,190.2,2
2025-01-27,2025-01-31,Maharashtra,Mumbai,Private,Walk-in,0.69,384.15,166.47,5
2025-02-01,2025-02-03,Kerala,Munnar,Private,OTA,0.74,358.02,135.61,5
2025-02-08,2025-02-10,Rajasthan,Jaisalmer,Private,Website,0.93,876.19,130.05,1
2024-12-16,2024-12-18,Kerala,Munnar,Dorm,Website,0.55,1081.22,288.16,4
2025-03-11,2025-03-14,Kerala,Kochi,Suite,OTA,0.85,1084.16,181.19,3
2025-04-07,2025-04-09,Himachal Pradesh,Manali,Private,OTA,0.67,733.46,183.88,2
2025-01-09,2025-01-14,Rajasthan,Jaisalmer,Dorm,Website,0.69,950.45,194.62,2
2025-02-11,2025-02-13,Uttarakhand,Rishikesh,Private,Website,0.8,749.5,129.1,4
2025-03-23,2025-03-28,Karnataka,Mysore,Dorm,Website,0.53,496.76,294.76,4
2025-03-04,2025-03-09,Goa,Panaji,Dorm,OTA,0.76,1032.4,54.05,3
2025-04-07,2025-04-11,Tamil Nadu,Ooty,Private,OTA,0.72,1045.37,156.46,3
2025-01-22,2025-01-26,Karnataka,Mysore,Private,Walk-in,0.77,919.7,159.37,3
2025-01-06,2025-01-07,Maharashtra,Mumbai,Suite,Website,0.74,854.63,152.82,4
2025-03-26,2025-03-29,Rajasthan,Jaisalmer,Private,Website,1.0,500.59,163.66,4
2025-04-10,2025-04-14,Tamil Nadu,Ooty,Dorm,OTA,0.6,1003.98,176.89,3
2025-01-30,2025-01-31,Kerala,Kochi,Private,Website,0.62,313.98,88.34,3
2025-01-10,2025-01-12,Karnataka,Mysore,Suite,OTA,0.61,473.39,211.11,1
2025-04-08,2025-04-11,Karnataka,Mysore,Suite,Website,0.62,693.66,74.89,2
2024-11-15,2024-11-18,Himachal Pradesh,Manali,Dorm,Website,0.6,383.94,159.36,5
2025-03-09,2025-03-11,Kerala,Kochi,Private,Walk-in,0.88,868.35,139.53,2
2025-04-01,2025-04-02,Kerala,Munnar,Private,Website,0.91,1141.48,206.86,5
